Entity Name,Course Type,Prefix,Code,Name
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4222,Watershed Science
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4233,Geoenvironmental Site Characterization
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4400,Internship in Earth Sciences
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4600,Earth and Environmental Sciences Professional Seminar
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4800,Individual Study in Earth Sciences
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,1104,Civil/Construction CAD Applications
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,1211,Construction Surveying I
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,1211L,Construction Surveying I Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,1222,Construction Materials
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2105,Plan Reading and Quantity Takeoff
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2112,Construction Surveying and Layout
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2112L,Constructions Surveying and Layout Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2221,Construction Means and Methods
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2410,Introduction to Environmental Engineering Technology
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3131,Soil Mechanics and Earthwork
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3131L,Soil Testing Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3163,Structural Analysis and Design I
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3163L,Structures and Materials Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3242,Hydraulics and Hydrology
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3242L,Hydraulics Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3264,Structural Analysis
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3271,Building Systems
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,3271L,Building Systems Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4073,Special Topics - Civil Engineering Technology
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4143,Water and Wastewater Systems
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4143L,Environmental Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4165,Structural Steel Design
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4251,Highway Design and Construction
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4266,Reinforced Concrete Design
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4272,Capstone Project
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4344,Applied Hydrology and Storm Water Management
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,4350,Construction Geotechnics and Foundations
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,1252,Fire Protection and Safety Law
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,2126,Fire Investigation and Forensics
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,2132,Building Construction for Fire Protection
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,2230,Hazardous Materials
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,2264,Introduction to Fire Behavior
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,2264L,Fire Behavior and Combustion Laboratory
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3103,Fire Dynamics
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3103L,Fire Dynamics Lab
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3113,Fire Safety in the Built Environment
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3123,Industrial Hazards and Electricity
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3124,Risk Management
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3144,Active Fire Protection
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3183,Fire Safety Engineering Problem Analysis
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4344,Structural Fire Safety
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3400,Practicum
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3611,Professional Leadership Seminar
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3800,Independent Study
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4123,Community Threat Assessment and Mitigation
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4243,Research Methodology
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4323,Advanced Fire Service Administration
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,1100L,Engineering Technology Computer Applications Laboratory
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,1103,Technical Drawing I
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,2101,Applied Mechanics I
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,2102,Applied Mechanics II
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,2106,Electronic Circuits and Devices
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,2272,Engineering Analysis II
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,3000,Special Topics in Engineering Technology
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,3171,Engineering Analysis III
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,3222,Engineering Economics
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,3295,Multidisciplinary Professional Development
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,3695,Engineering Technology Practicum Seminar
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4100,Capstone Design Project I
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4200,Capstone Design Project II
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4272,Engineering Analysis IV
Department of Engineering Technology and Construction Management,Mechanical Engineering Technology,ETME,1111,CAD Modeling I
Department of Engineering Technology and Construction Management,Mechanical Engineering Technology,ETME,1112,CAD Modeling II
